OTU_ID,OB05_CA122A2,OB08_CA10,OB11_CA58A1,OB13_CA50B,OB18_CA51A3A,OB21_CA51A3,OB23_T046B4,OB25_T037A2,OB26_T037,OB29_T068C1,OB31_T023D3,OB32_T073A2,OB33_T073A1,OB35_T101B,OB37_T100F,FP_T101A_M_BC_OA,OB40_T060D,OB41_T060E
Zotu100,0,0,0,0,0,9,315,342,75,663,152,157,87,252,324,192,385,401
Zotu1001,5,0,0,0,0,0,18,6,0,5,4,6,25,15,4,7,3,7
Zotu1002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1003,0,0,0,0,0,0,12,16,0,24,4,19,0,5,10,0,13,13
Zotu1004,0,0,0,0,0,0,0,0,6,13,0,3,0,19,0,11,0,15
Zotu1006,0,0,0,0,0,0,22,12,0,3,14,27,7,23,3,13,11,16
Zotu1008,0,0,0,0,0,0,12,8,5,0,0,0,0,32,11,19,0,7
Zotu101,0,0,11,0,3,0,444,554,209,272,81,75,68,151,363,323,401,710
Zotu1012,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1013,0,0,0,0,0,0,13,14,5,7,23,21,15,28,13,9,0,10
Zotu1016,0,11,0,7,0,3,0,0,5,0,0,0,0,0,0,10,0,0
Zotu1021,0,0,0,0,0,0,9,15,0,7,9,13,4,20,9,13,22,20
Zotu1023,0,0,0,4,7,32,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1028,0,0,0,0,0,0,9,4,0,13,9,0,12,3,17,13,11,13
Zotu1030,0,29,0,0,6,0,0,3,0,9,3,0,0,0,0,0,0,0
Zotu1034,0,0,0,0,0,0,20,6,5,7,19,13,7,11,21,7,0,17
Zotu1042,0,0,0,0,0,0,0,0,0,5,28,7,42,4,5,16,8,12
Zotu1044,0,0,0,0,0,0,0,6,13,20,3,0,15,17,3,28,4,31
Zotu1045,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,38,11,9
Zotu1046,0,0,0,0,0,0,17,33,4,11,10,12,7,9,0,5,0,0
Zotu1048,0,0,0,0,0,5,0,0,0,31,0,8,3,7,5,0,12,29
Zotu1049,0,0,0,0,0,0,0,9,0,11,7,10,0,29,27,0,3,14
Zotu1050,0,0,0,0,0,0,8,11,0,6,26,25,9,7,13,0,0,11
Zotu1052,0,0,0,0,0,0,26,0,0,0,0,13,0,0,0,0,26,0
Zotu1056,0,0,0,0,0,0,6,0,0,5,14,12,7,10,6,24,13,34
Zotu1059,0,0,0,0,60,0,0,0,0,0,0,7,0,0,11,0,13,0
Zotu1061,0,0,0,0,0,0,10,7,5,0,18,3,0,9,14,25,14,19
Zotu1063,0,7,11,12,3,31,4,11,0,4,0,8,7,9,16,0,4,0
Zotu1064,0,3,0,0,0,0,0,0,0,0,0,0,0,48,10,55,6,14
Zotu1066,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,31,24,17
Zotu1068,0,0,0,0,0,0,14,8,0,20,6,21,15,3,5,4,13,12
Zotu1070,0,0,0,0,0,0,16,9,3,7,3,39,9,9,11,5,9,8
Zotu1072,0,0,0,0,0,0,5,8,0,11,23,26,5,0,0,4,23,14
Zotu1073,0,0,0,0,0,0,9,9,0,6,12,12,22,0,13,9,8,9
Zotu1074,0,0,0,0,0,0,11,4,0,20,12,26,8,17,7,8,17,4
Zotu1075,0,0,0,0,0,0,3,9,16,3,0,3,0,0,11,15,8,15
Zotu1076,0,14,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1079,23,21,0,14,5,3,0,0,3,0,3,0,0,0,0,0,0,0
Zotu108,1015,36,640,131,0,0,77,60,24,80,62,31,37,7,37,16,26,94
Zotu1080,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1084,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1085,0,0,0,8,0,0,0,0,0,0,11,11,15,0,9,11,9,16
Zotu1091,0,3,0,47,0,0,0,0,0,6,0,0,0,0,4,0,0,0
Zotu1094,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1103,0,0,0,0,0,0,25,7,0,3,15,22,4,0,9,7,0,16
Zotu1104,0,0,0,0,0,0,7,13,0,8,25,4,12,5,5,9,13,6
Zotu1105,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu1106,0,0,0,0,0,0,3,0,21,0,0,0,0,0,9,0,3,0
Zotu1107,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,17,13,19
Zotu1108,0,0,0,0,0,0,11,15,0,8,20,20,15,3,4,5,8,15
Zotu1111,0,0,0,0,0,0,6,18,4,7,0,0,0,7,0,0,5,3
Zotu1112,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0
Zotu1119,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu1121,0,0,0,0,0,0,0,6,0,4,21,6,0,9,23,16,4,36
Zotu1124,0,0,0,0,0,0,0,0,11,15,0,6,0,12,0,0,13,10
Zotu1125,0,0,0,0,0,0,12,4,0,0,18,5,4,14,7,4,8,6
Zotu1126,0,0,0,0,0,0,3,0,0,10,3,0,0,21,9,13,13,39
Zotu1127,0,0,0,0,0,0,0,0,3,23,7,11,0,0,10,8,22,24
Zotu1128,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1129,0,0,5,0,0,0,7,13,0,7,0,17,5,0,12,4,7,9
Zotu1132,0,0,0,0,0,0,4,15,0,17,8,4,0,5,9,0,10,10
Zotu1137,3,0,0,0,0,0,17,19,0,15,9,7,3,7,21,3,7,6
Zotu1138,0,0,0,0,0,0,4,0,0,78,0,0,0,0,0,0,7,5
Zotu114,80,0,430,82,42,30,72,77,26,155,482,343,348,125,124,224,154,333
Zotu1144,0,0,0,0,0,0,0,5,0,0,16,29,30,3,12,7,0,8
Zotu1145,0,0,0,0,0,0,10,13,0,4,5,18,8,5,15,9,6,6
Zotu115,0,0,0,0,0,0,190,123,15,158,716,600,601,346,360,195,260,246
Zotu1150,0,0,0,0,0,0,0,0,0,7,13,13,31,0,21,10,5,9
Zotu1152,0,0,0,0,0,0,5,7,3,5,0,3,12,0,10,0,16,4
Zotu1159,0,0,0,0,0,0,3,9,0,0,5,11,21,6,15,3,4,10
Zotu1168,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1169,0,0,0,0,0,0,3,4,0,6,29,10,12,0,6,6,5,24
Zotu1173,0,0,0,0,0,0,9,5,0,11,12,18,13,6,3,0,9,12
Zotu1175,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0
Zotu1176,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu118,45,468,3,47,3,56,3,0,0,0,0,0,0,0,0,0,0,0
Zotu1181,0,0,0,0,0,0,22,0,16,8,0,0,0,8,0,0,0,17
Zotu1183,0,0,0,0,0,0,22,13,0,15,8,0,3,0,0,7,10,12
Zotu1184,0,0,0,0,0,0,3,5,0,0,4,3,14,3,11,4,4,0
Zotu1189,0,0,0,0,0,0,0,8,8,6,4,0,0,20,17,20,0,15
Zotu1197,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1198,0,0,0,0,0,0,7,4,0,12,13,6,13,7,5,3,17,8
Zotu12,6441,44,168,203,314,6149,420,337,139,134,269,172,295,179,88,80,58,114
Zotu1201,0,0,0,0,0,0,4,4,0,4,8,4,7,0,4,0,10,27
Zotu1209,0,0,0,0,0,0,0,7,3,4,17,8,9,4,0,6,10,8
Zotu1210,0,0,0,0,0,17,11,0,0,31,3,0,6,6,3,0,0,9
Zotu1211,0,0,0,0,0,0,5,0,0,22,0,3,7,0,0,6,6,5
Zotu122,59,195,0,28,0,14,24,26,136,109,40,228,76,240,24,185,81,303
Zotu1222,0,0,0,0,0,0,6,6,0,12,6,11,7,0,0,5,4,16
Zotu1223,0,13,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu123,0,0,0,0,0,0,315,241,25,366,292,295,166,146,188,116,214,282
Zotu1230,5,0,0,0,0,0,14,16,0,6,16,7,0,6,12,0,0,0
Zotu1240,9,0,0,0,0,0,0,0,0,0,10,0,0,0,10,9,9,5
Zotu1241,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,11,0,6
Zotu1242,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,8,0,16
Zotu1247,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Zotu125,0,0,0,0,0,0,109,141,218,81,12,0,11,238,220,516,226,394
Zotu1250,0,0,0,0,0,0,9,12,0,5,8,0,5,0,9,0,17,8
Zotu1251,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1252,25,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,0
Zotu1254,0,0,0,0,0,0,3,4,9,0,0,0,0,0,17,16,6,9
Zotu1256,13,0,0,0,0,0,7,10,0,10,4,8,6,5,10,0,5,0
Zotu1258,0,0,0,0,0,0,0,4,0,4,11,8,0,3,0,0,8,21
Zotu1259,0,0,0,0,0,0,5,9,0,6,18,7,21,0,4,3,0,12
Zotu1261,0,0,0,0,0,0,8,3,9,6,0,4,0,0,0,0,12,0
Zotu1266,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,23,11,21
Zotu1267,0,0,0,4,10,16,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1268,0,0,5,0,0,3,0,39,7,0,0,13,0,0,0,4,5,0
Zotu1269,0,0,0,0,0,0,8,3,0,0,0,0,0,13,6,13,3,20
Zotu127,0,0,0,0,0,0,267,258,57,486,111,139,80,193,270,160,266,337
Zotu1275,0,0,0,0,0,0,13,8,0,18,6,18,17,10,13,0,6,4
Zotu1278,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1280,0,0,0,0,0,0,0,0,0,23,0,3,0,0,9,0,8,5
Zotu1289,0,0,0,0,0,0,8,15,0,3,9,6,14,6,0,0,6,6
Zotu1290,0,0,0,0,0,0,26,27,0,6,3,6,16,3,0,0,0,3
Zotu1297,0,0,0,0,0,0,0,14,0,0,0,0,0,18,0,9,0,16
Zotu1298,0,0,0,0,0,0,3,16,4,4,0,0,7,0,0,4,4,11
Zotu1302,0,0,19,0,0,0,5,5,0,8,3,14,7,0,3,13,0,12
Zotu1303,0,0,0,16,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1304,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1309,0,0,0,0,0,0,15,26,0,0,4,0,6,0,0,0,9,9
Zotu1315,0,0,0,0,0,0,5,7,0,0,0,0,0,14,0,18,0,12
Zotu1316,0,0,0,0,0,0,12,19,0,0,0,0,0,14,5,9,0,15
Zotu1318,0,3,0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1322,0,0,0,0,0,0,4,9,0,7,19,22,3,6,5,0,4,3
Zotu1323,0,0,0,0,0,0,6,4,0,6,18,11,0,12,5,0,5,5
Zotu133,0,0,12,0,0,6,227,229,55,331,171,146,113,116,200,138,220,275
Zotu1331,0,0,0,0,0,0,6,0,10,26,0,0,0,0,0,7,0,5
Zotu1334,0,7,0,16,0,8,0,3,0,3,9,9,4,12,0,7,6,0
Zotu1336,0,0,0,0,0,0,15,17,0,0,0,5,0,0,6,8,11,9
Zotu1338,0,0,0,0,0,0,8,0,0,22,0,0,0,10,26,9,4,16
Zotu1339,0,0,0,0,0,0,14,30,0,11,6,5,0,3,0,5,0,6
Zotu134,15,0,23,0,0,11,249,302,50,333,169,159,114,198,222,152,235,290
Zotu1341,0,3,0,4,0,0,0,3,0,0,6,4,5,0,0,5,0,0
Zotu1345,0,0,0,0,0,0,0,4,0,12,10,7,4,8,4,6,3,5
Zotu1349,0,0,0,0,0,0,0,0,0,6,4,0,0,10,7,9,4,40
Zotu135,1429,9,33,0,0,4,20,45,7,6,6,3,0,5,0,0,0,0
Zotu1350,0,0,0,0,0,0,12,8,0,7,12,15,19,0,11,5,7,0
Zotu1355,0,0,0,0,0,0,16,0,0,0,13,8,22,7,3,0,10,3
Zotu1357,0,0,0,0,0,0,14,3,0,3,10,4,0,0,7,0,4,7
Zotu1360,0,0,0,0,0,0,0,5,0,3,3,0,0,0,3,0,0,8
Zotu1362,0,0,0,0,0,0,0,8,5,6,0,0,0,9,5,15,0,3
Zotu1366,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1369,0,0,0,0,0,0,0,0,0,8,0,6,0,6,0,10,7,17
Zotu1371,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,19,5,10
Zotu1374,0,0,0,0,0,0,4,0,0,38,0,0,0,0,0,0,0,4
Zotu1375,0,0,0,0,0,0,26,0,0,5,7,8,0,0,5,0,6,14
Zotu1376,0,0,0,0,0,0,6,7,0,3,12,8,8,0,0,6,3,10
Zotu1377,6,0,0,0,0,0,10,3,9,4,16,5,5,0,5,3,8,3
Zotu1378,0,0,0,0,0,0,5,13,0,4,12,0,0,5,9,5,3,11
Zotu1381,0,0,0,0,0,0,14,0,9,33,0,0,0,0,0,0,0,0
Zotu1383,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1384,0,0,0,0,0,0,8,8,0,0,10,3,7,0,9,0,0,10
Zotu1388,0,9,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0
Zotu1394,0,0,0,0,0,0,0,0,3,10,0,0,0,0,6,4,5,5
Zotu1397,0,0,0,0,0,0,5,0,0,0,9,4,0,10,0,0,0,0
Zotu1400,0,0,0,0,0,0,10,0,4,0,0,0,0,6,0,16,0,13
Zotu1401,0,0,0,0,0,0,0,3,0,0,9,29,18,4,13,0,0,0
Zotu1403,0,0,0,0,0,0,9,0,0,10,26,10,18,0,3,0,0,0
Zotu1404,0,0,0,0,0,9,0,0,0,0,5,5,0,0,4,5,4,10
Zotu1405,0,6,0,6,0,0,0,0,0,18,0,10,0,0,0,7,0,8
Zotu141,4,406,4,131,13,13,47,66,19,157,0,6,7,19,16,62,103,189
Zotu1412,0,0,0,0,0,0,15,15,0,34,0,0,0,0,0,0,0,0
Zotu1414,34,8,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Zotu1415,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1416,6,16,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0
Zotu1420,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,14,0,11
Zotu1423,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0
Zotu1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
Zotu1429,0,0,0,0,0,0,0,0,0,4,6,17,6,12,17,12,0,5
Zotu143,85,38,262,72,76,112,51,59,20,132,119,127,120,135,131,90,81,98
Zotu1432,0,0,0,0,0,0,6,13,0,3,3,5,18,7,8,8,0,4
Zotu1437,0,0,0,0,0,0,26,13,0,32,0,0,8,0,0,0,0,3
Zotu1444,0,0,0,0,0,0,14,4,0,0,7,0,7,16,4,8,4,4
Zotu1446,10,0,19,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu1452,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,4,4,6
Zotu1463,0,0,0,0,0,0,9,6,4,7,12,0,0,7,0,0,0,0
Zotu1466,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,25,3,3
Zotu1467,0,0,0,0,0,0,0,6,0,0,3,0,0,0,10,8,11,22
Zotu1469,0,0,0,0,0,0,0,0,0,0,10,5,15,13,9,3,0,6
Zotu1470,0,0,0,0,0,0,0,17,0,0,3,0,0,0,18,23,0,8
Zotu1471,0,0,0,0,0,0,8,11,0,0,4,9,8,0,0,3,12,6
Zotu1473,0,0,0,0,0,0,0,5,5,0,0,0,0,18,0,8,3,5
Zotu1475,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,6,7,14
Zotu1480,0,0,0,0,0,0,0,0,0,3,0,12,0,12,13,0,7,4
Zotu1483,0,0,0,0,0,0,0,0,0,3,0,0,0,14,8,8,9,8
Zotu1484,0,0,0,0,0,0,0,0,5,3,0,0,0,0,15,8,0,11
Zotu1488,0,0,0,0,0,0,4,7,0,0,5,7,5,0,0,8,0,5
Zotu149,42,7,0,0,0,0,214,195,40,261,171,135,106,277,392,300,255,259
Zotu1491,0,12,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1500,0,10,0,4,0,0,10,12,3,0,0,0,4,0,14,0,0,3
Zotu1501,0,0,0,0,0,0,10,0,0,0,0,0,0,21,0,14,0,6
Zotu1502,0,0,0,0,0,0,4,23,0,0,0,0,0,10,9,7,0,3
Zotu1506,0,0,0,0,0,0,3,6,0,5,0,16,12,5,7,0,5,6
Zotu1507,0,0,0,0,0,0,8,0,0,16,6,6,8,3,3,3,0,10
Zotu1510,0,0,0,0,0,0,10,7,0,11,11,3,7,3,9,0,3,5
Zotu1511,0,0,0,0,0,0,0,6,0,5,9,10,22,5,7,5,0,0
Zotu1516,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1517,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu152,0,0,0,0,0,0,158,193,261,208,34,17,11,134,122,174,139,227
Zotu1520,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,12,3
Zotu1521,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0
Zotu1522,17,0,0,0,0,0,3,3,0,35,0,0,0,0,0,0,3,0
Zotu1523,0,4,0,12,0,0,0,0,0,3,3,11,0,0,0,0,0,0
Zotu1524,0,0,42,0,7,0,0,0,0,4,0,0,3,0,0,0,0,3
Zotu1528,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,10,0,7
Zotu153,170,19,0,6,6,80,320,415,153,217,39,38,65,31,99,72,54,81
Zotu1534,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1535,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1536,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1549,0,0,0,0,0,0,3,0,0,8,15,0,17,12,0,6,0,9
Zotu1552,0,0,0,0,6,0,0,4,12,0,0,4,0,0,5,4,0,7
Zotu1555,0,0,0,0,0,0,0,0,4,6,0,0,0,3,0,8,0,9
Zotu1556,0,0,0,0,0,0,6,6,6,0,0,0,0,0,3,5,0,0
Zotu1558,0,0,0,0,0,0,0,14,0,3,4,6,0,5,19,0,5,3
Zotu1560,0,0,0,0,0,0,5,0,3,0,0,0,0,10,3,8,0,17
Zotu1561,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,4,8
Zotu1566,0,0,5,0,0,0,4,0,0,3,15,0,0,22,6,3,0,0
Zotu1570,0,0,0,0,0,0,4,11,5,0,0,0,0,0,5,12,4,7
Zotu1574,0,0,0,0,0,0,5,6,0,3,5,0,0,0,0,0,0,3
Zotu1576,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6,5,12
Zotu1578,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,9
Zotu1579,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,0,4,14
Zotu1580,0,0,0,0,0,0,0,9,0,0,9,6,11,0,5,0,0,17
Zotu1582,0,0,0,0,0,0,9,4,0,0,3,18,8,7,3,0,0,4
Zotu1594,0,0,0,0,0,0,8,0,0,9,0,0,18,3,5,0,7,8
Zotu1595,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
Zotu1598,0,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
Zotu160,174,77,0,4,32,51,28,16,95,96,151,289,83,127,103,100,88,173
Zotu1600,0,0,0,0,0,0,0,5,8,14,0,0,0,0,0,10,7,3
Zotu1602,0,0,0,0,0,0,7,0,4,0,0,0,0,0,15,0,0,0
Zotu1603,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,4,0,0
Zotu1604,0,0,0,0,0,0,12,0,3,7,4,10,6,9,3,0,0,5
Zotu161,0,719,0,6,0,0,17,0,32,50,0,3,12,8,3,33,14,82
Zotu1611,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1613,0,0,0,0,0,0,8,11,10,0,0,0,0,0,0,5,0,0
Zotu1616,0,0,0,0,0,0,11,11,0,4,6,0,3,0,0,3,0,0
Zotu1617,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0
Zotu163,81,0,0,0,0,162,137,184,17,111,78,85,86,53,55,32,41,97
Zotu1631,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
Zotu1632,0,0,0,0,0,0,5,19,0,0,0,11,0,3,4,3,3,3
Zotu1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,10,8
Zotu1640,0,0,0,0,0,0,0,0,5,0,4,0,0,3,12,6,0,9
Zotu1644,0,0,0,0,17,0,3,9,0,0,0,0,0,0,0,3,0,0
Zotu1645,3,0,0,0,3,0,0,6,5,0,0,0,5,0,3,0,4,5
Zotu1646,0,3,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1648,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0
Zotu1649,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,20,4,5
Zotu1650,0,0,0,0,0,0,15,6,0,7,0,0,0,0,0,7,0,0
Zotu1655,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,5
Zotu1658,0,0,0,0,0,0,0,3,5,3,0,0,0,0,7,12,0,3
Zotu1659,0,0,0,0,0,0,0,0,5,51,0,0,0,0,0,4,0,0
Zotu166,0,0,0,0,0,7,151,125,10,291,120,104,63,98,143,131,133,228
Zotu1665,0,0,0,0,0,0,7,3,0,12,5,0,11,0,0,0,11,4
Zotu1667,0,0,0,0,4,0,0,15,0,0,0,0,3,0,0,0,0,3
Zotu1668,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,11,5,3
Zotu1669,0,0,0,0,0,0,0,0,0,13,0,4,0,7,4,4,5,4
Zotu1670,0,0,0,0,0,0,4,17,0,0,0,0,0,6,0,8,0,0
Zotu1672,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1673,0,0,8,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0
Zotu168,0,0,0,0,0,0,20,0,0,43,307,367,249,308,229,117,253,336
Zotu1681,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,4,0
Zotu1682,0,0,3,0,0,0,0,0,0,0,9,0,6,0,11,11,0,4
Zotu1683,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,5,6,11
Zotu1684,0,0,0,0,0,0,0,4,0,0,9,5,0,0,0,0,0,0
Zotu169,14,0,9,0,0,4,197,174,52,241,129,120,85,132,155,111,213,218
Zotu1690,0,0,0,0,0,0,3,0,5,14,0,0,0,5,0,5,0,4
Zotu1696,0,0,0,0,0,0,0,0,0,0,3,11,4,0,33,0,0,3
Zotu1697,0,0,0,0,0,0,6,0,3,6,13,17,0,8,0,0,0,4
Zotu1700,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,29,0,0
Zotu1701,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1704,0,0,0,0,0,0,3,0,4,3,0,0,0,0,5,6,3,5
Zotu1705,0,0,0,0,0,0,7,0,19,0,0,0,0,0,3,5,0,7
Zotu1706,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,9,8
Zotu1711,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,9,0
Zotu1712,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,8,5
Zotu1715,0,0,0,0,0,0,0,0,0,0,30,0,0,3,3,3,5,6
Zotu1719,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,9,12
Zotu1723,47,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1725,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3
Zotu1728,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0
Zotu1731,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,6
Zotu1732,0,0,0,0,0,0,0,9,0,15,0,0,0,3,0,0,7,19
Zotu1743,0,0,0,0,0,0,0,0,0,8,0,5,0,0,21,0,4,8
Zotu1745,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0
Zotu1746,0,0,0,0,0,0,5,9,0,4,11,6,4,0,3,7,0,0
Zotu175,0,0,0,0,0,0,128,139,301,50,14,0,5,112,71,252,66,73
Zotu1750,0,0,0,0,0,0,8,4,0,29,0,0,0,6,0,0,0,0
Zotu1751,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,6,24
Zotu1752,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1762,0,0,0,0,0,0,0,7,0,10,3,0,10,0,7,6,0,5
Zotu1764,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,15,6
Zotu1766,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Zotu1769,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1778,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3
Zotu1780,0,0,0,0,0,0,15,15,0,4,0,0,0,0,0,0,6,0
Zotu1787,0,0,0,0,0,0,7,0,8,5,0,0,0,0,0,5,0,7
Zotu1788,0,0,0,0,0,0,3,4,5,0,0,0,0,0,3,4,0,0
Zotu1789,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,3,0,16
Zotu1797,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,8,9,3
Zotu1798,0,0,0,0,0,0,0,7,0,0,10,3,0,0,7,0,8,0
Zotu1799,0,0,0,0,0,0,18,4,3,11,4,0,8,0,0,0,0,0
Zotu1805,0,0,0,0,0,0,9,0,0,3,0,0,0,0,8,6,0,6
Zotu1806,0,0,0,0,0,0,14,4,0,0,0,0,0,3,0,8,0,3
Zotu1811,0,0,0,0,0,0,4,6,0,9,0,3,0,3,0,0,0,6
Zotu1812,0,0,0,0,0,0,10,15,9,0,0,0,0,3,0,0,0,4
Zotu1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,9
Zotu1814,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,4,10
Zotu1816,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,4,11,15
Zotu1818,0,0,0,0,0,0,6,0,0,3,5,9,5,0,0,4,0,5
Zotu1822,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1823,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1825,0,0,0,0,3,0,0,0,5,3,0,5,0,6,5,8,0,3
Zotu183,0,0,0,0,0,13,132,134,32,250,148,109,104,150,119,89,178,231
Zotu1832,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,8,9
Zotu1839,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,6,0,0
Zotu1846,0,0,0,0,0,0,47,0,0,11,0,0,0,0,0,0,0,0
Zotu1849,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1850,0,0,0,0,0,0,4,7,0,0,0,0,0,5,0,11,0,5
Zotu1859,0,0,0,0,0,0,0,0,0,26,0,0,0,0,9,4,0,13
Zotu1860,0,0,0,0,0,0,10,0,0,6,8,0,0,0,6,7,0,0
Zotu1866,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
