OTU_ID,OB05_CA122A2,OB08_CA10,OB11_CA58A1,OB13_CA50B,OB18_CA51A3A,OB21_CA51A3,OB23_T046B4,OB25_T037A2,OB26_T037,OB29_T068C1,OB31_T023D3,OB32_T073A2,OB33_T073A1,OB35_T101B,OB37_T100F,FP_T101A_M_BC_OA,OB40_T060D,OB41_T060E
Zotu4402,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
Zotu4403,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0
Zotu4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Zotu4407,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu4413,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu4414,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu4417,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu4423,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Zotu4431,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0
Zotu4432,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0
Zotu4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Zotu4453,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0
Zotu4454,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3
Zotu4456,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Zotu4459,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu4462,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
Zotu4463,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0
Zotu4470,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
Zotu4471,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0
Zotu4472,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0
Zotu4473,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Zotu4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Zotu4476,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Zotu4479,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Zotu4483,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Zotu4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Zotu4493,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
Zotu4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0
Zotu4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3
Zotu4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Zotu4498,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0
Zotu4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3
Zotu4502,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0
Zotu4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0
Zotu4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Zotu4505,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu4510,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu4519,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Zotu4523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Zotu4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu4554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
Zotu4565,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4577,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu458,0,0,0,0,0,0,26,38,3,41,13,35,19,59,41,19,76,108
Zotu4584,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu4593,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu4596,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4597,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu46,1200,40,1472,101,64,487,301,443,85,358,79,90,69,70,83,61,42,61
Zotu460,24,3,4,14,0,0,4,0,0,11,9,13,8,61,31,19,51,98
Zotu4601,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Zotu461,0,0,0,0,0,0,0,20,18,6,21,32,13,23,18,11,44,103
Zotu4611,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Zotu4616,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
Zotu4619,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu4629,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Zotu4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu4638,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu4639,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu465,0,0,0,0,0,0,0,7,3,155,4,0,0,32,6,53,24,48
Zotu4655,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Zotu4656,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu4657,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu4660,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Zotu4661,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu4665,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0
Zotu4668,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu467,11,0,0,0,0,0,19,17,32,68,12,9,6,67,17,17,39,17
Zotu4671,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu4673,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu4674,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Zotu4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Zotu468,0,5,6,28,0,0,39,14,0,25,43,17,42,97,23,37,47,84
Zotu4683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu4685,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
Zotu469,0,0,0,0,0,0,13,15,34,36,0,0,5,24,19,50,9,29
Zotu4694,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Zotu4697,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Zotu4704,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Zotu4707,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0
Zotu4709,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0
Zotu4712,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0
Zotu4720,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Zotu4723,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu4727,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0
Zotu473,0,0,0,0,0,4,21,67,7,62,30,24,15,11,49,25,32,41
Zotu4734,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Zotu4735,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Zotu4738,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Zotu474,0,0,0,0,0,0,0,0,4,0,0,0,0,71,76,160,59,79
Zotu4740,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Zotu4744,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Zotu4745,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Zotu4746,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Zotu4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Zotu4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Zotu475,0,10,0,27,0,153,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Zotu4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Zotu4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Zotu4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0
Zotu4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Zotu4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
Zotu4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Zotu4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
Zotu4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu4781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu4786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Zotu4788,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu4791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Zotu4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Zotu4794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
Zotu4796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Zotu4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Zotu48,148,0,24,0,0,214,602,402,100,895,879,934,1083,957,833,612,965,1559
Zotu480,0,0,0,0,0,0,31,23,0,83,30,7,0,38,24,22,36,61
Zotu4800,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
Zotu4801,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5
Zotu4803,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
Zotu4808,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu4814,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu4815,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0
Zotu482,0,0,0,0,0,0,30,26,42,21,0,0,0,31,15,9,39,69
Zotu4821,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Zotu4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
Zotu4839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu4847,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4858,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4859,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4868,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4869,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4870,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0
Zotu4876,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4878,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0
Zotu488,4,0,0,0,0,0,40,36,9,52,55,43,14,9,42,35,23,39
Zotu4901,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu4904,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Zotu4905,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0
Zotu4907,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
Zotu4912,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
Zotu4921,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu4926,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Zotu494,0,0,0,0,0,0,36,10,11,3,0,0,3,76,104,104,30,29
Zotu4942,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
Zotu4948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu4954,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
Zotu4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Zotu496,0,0,0,0,0,0,34,44,7,59,27,39,18,26,34,29,43,40
Zotu4961,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0
Zotu4962,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu4964,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu4967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu4968,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu4972,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Zotu4975,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu4984,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Zotu4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu4994,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu4998,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu500,0,0,0,0,0,0,26,19,0,31,32,31,38,62,33,43,28,77
Zotu5000,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Zotu501,0,0,0,0,0,0,14,32,70,21,0,0,0,32,9,33,12,42
Zotu5011,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu5012,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Zotu5014,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Zotu5016,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Zotu5019,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Zotu5021,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
Zotu5022,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu5023,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Zotu5025,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Zotu5028,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu5030,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu5036,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Zotu5039,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Zotu5041,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Zotu5042,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Zotu5044,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu5045,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Zotu5047,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Zotu5053,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu5056,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu5059,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu5060,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu5062,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu5064,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu5069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu5072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Zotu5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Zotu5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Zotu5085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
Zotu5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Zotu5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Zotu5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Zotu5090,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0
Zotu5091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Zotu5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Zotu5098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Zotu5099,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
Zotu51,2130,101,2044,794,46,40,84,80,8,140,0,14,7,0,9,0,10,8
Zotu5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu5103,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
Zotu5106,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Zotu5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0
Zotu5110,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zotu5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu5117,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0
Zotu5122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zotu5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Zotu5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu5132,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
Zotu5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Zotu5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Zotu5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Zotu5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
Zotu515,0,0,0,0,0,0,17,49,9,24,24,24,29,52,19,27,36,95
Zotu5151,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3
Zotu5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu516,0,0,0,0,0,0,4,5,0,0,0,0,0,79,94,113,52,80
Zotu5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Zotu5175,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu5176,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zotu5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Zotu5184,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu5185,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5187,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu5203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu5208,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu5213,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu5218,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5244,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5255,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Zotu5257,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Zotu5259,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu5261,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Zotu5272,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Zotu5274,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Zotu5275,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Zotu5278,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Zotu5279,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Zotu5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zotu5284,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Zotu5286,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Zotu5287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zotu5288,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Zotu5289,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0
Zotu5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Zotu5294,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu5296,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
Zotu5316,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
Zotu5320,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu5326,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
Zotu5327,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu5331,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu5333,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0
Zotu5334,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu5337,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0
Zotu5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Zotu5340,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu5342,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
Zotu5346,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu5349,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Zotu5351,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu5352,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0
Zotu5353,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0
Zotu5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Zotu5357,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu5360,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Zotu5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Zotu5377,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0
Zotu5378,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Zotu5379,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Zotu5382,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Zotu5389,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Zotu5390,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0
Zotu5392,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Zotu5393,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
Zotu5394,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu5396,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Zotu5398,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu540,0,0,0,0,0,0,25,11,5,71,25,27,23,32,57,26,33,53
Zotu5404,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Zotu5408,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0
Zotu5409,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu541,5,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5410,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu5411,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Zotu5424,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0
Zotu5437,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Zotu5443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Zotu5445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu5447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu5456,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0
Zotu5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
